"","ind.coord.LD1","ind.coord.LD2","ind.coord.LD3","ind.coord.LD4","ind.coord.LD5","ind.coord.LD6","ind.coord.LD7","ind.coord.LD8","ind.coord.LD9","ind.coord.LD10","ind.coord.LD11","ind.coord.LD12","ind.coord.LD13"
"Senegal_Casamance_6285",8.3394981095285,-2.34833076004388,-1.48909659332391,-1.66712857580313,2.64888148681389,1.22868729585877,1.47653192550148,-0.479517514880632,-0.665479403968615,0.714229048737663,0.995156268439343,1.0903150819877,-0.332629915832819
"Senegal_Casamance_6286",5.25545032270182,-0.549266849000473,-1.16944462095627,0.13860368764795,-1.27392520182988,-0.429473120717336,-0.780944667482244,0.61503267713998,-0.496025111389692,-1.963499587689,-1.93885155346391,-0.104354900089596,0.0348032439684896
"Senegal_Casamance_6288",7.29680685049641,-0.754097323256326,-2.3837747547115,0.991078160388273,1.72654703193694,-1.23700455830713,0.740476294385774,0.394919885850312,-0.47549382753242,-0.833476032194915,0.0223147337411574,0.427585297954266,-0.55007844587756
"Senegal_Casamance_6289",7.81499288072727,-1.23593943631254,-2.84328447257287,-0.696342410638387,0.271702981837546,-0.469110243283826,0.560548006398576,1.32810794890994,-0.177101062606824,0.146939907112099,-0.456719508365579,0.685680175941533,0.297472034176055
"Senegal_Casamance_6290",9.63306045686299,-0.0154891306391869,-1.69429083049179,0.294673140703453,2.19981817664074,-1.48574016890203,1.03451177129054,-0.747080318352239,-0.562148624308887,-0.252963978670292,-0.378291147661749,0.448972445734194,-0.216495805062863
"Senegal_Casamance_6292",7.57668749115639,-1.40769824606336,-1.27043009300649,-0.253384577619974,1.27433968025873,-1.40769472492476,-0.225909520157653,0.197855853372561,0.973930612098806,0.362478266060015,0.826603294825123,-1.15112169722847,0.896951445630698
"Senegal_Casamance_6293",7.51048965175208,-0.092870671479419,-1.21407066677333,1.05016968348454,1.54968895884348,-0.111617034343971,1.98520728066342,-1.50803730034042,-0.920419189995431,-0.329037966687956,0.661880923380067,-0.143963333317591,-0.0695888148946184
"Senegal_Casamance_6294",7.57548551790042,-0.734889496393875,-1.45106345784462,0.920874450618407,0.48900935844951,-0.352044435636133,1.94091147209997,-1.53399394666397,0.82206882879865,1.76262560732056,0.452902083671206,-1.65417201528336,0.903472032363954
"Senegal_Casamance_6295",8.81886111835795,-2.78188947275233,-2.46608697025851,-0.375900458500228,2.18338835673634,-0.660300464616128,0.6902664239769,-0.0301255580287262,0.811039366626362,0.421322887788412,0.620552301573302,-0.919098217693939,-0.551728489780818
"Senegal_Casamance_6296",9.0991428083863,-1.36302123153204,-1.6075627836049,-0.479025991200157,1.14922030875217,-0.662190372580789,1.62650852547921,-0.894436464713206,0.55864472691075,0.233277041578969,0.884751360864152,-1.42623813328402,0.517907324367856
"Senegal_Casamance_6297",8.87741028699272,-2.2192617513511,-2.6734119920072,0.46411793355254,1.18659322630622,-0.132296498896917,1.57652240310113,-1.0008399094442,-0.154297475622201,1.69263618501636,0.572862761115789,-0.203927883358933,0.0486461570985879
"Senegal_Casamance_6298",9.38450157829621,-2.08422147099349,-1.86755723269951,-0.201702174420046,2.24547521116491,-0.144278988523311,1.52566014961455,-1.09054020009836,-0.529276329982816,0.407089792636514,-0.473897798230218,0.80399547168761,-0.433472231184592
"Senegal_Casamance_6299",7.58014658212933,-0.481954526274085,-0.451037050328046,0.0221647498807337,1.5531348481214,1.23535433987582,0.672171220793821,-1.09967488473578,-0.0114547625332315,1.23502873235716,-0.215819666035056,0.302839474782064,0.248993796752296
"Senegal_Casamance_6300",7.75768228391993,0.0721930732726223,-0.890186120346399,0.735972886472615,2.9195848719639,0.929209639161127,1.42743700885402,-1.09829787002893,0.485504058223559,0.894428481926,-0.151840373872991,-0.69050622647256,0.566762925846707
"Senegal_Casamance_6301",8.04699444656432,0.221978465282959,-2.08209066921399,-0.233073940392304,3.09616820634312,-0.299688924520998,-0.0799284982508688,0.663466489892512,-0.10632667072599,-0.118471052813657,-1.29519181100865,0.254850382377639,0.302345003692596
"Senegal_Casamance_6302",4.38647569040666,-0.0161342851609657,-2.07396584771434,0.678152518604724,0.451947994927884,0.0697390033931403,-0.0880593561904375,0.961254999121981,-0.119523569402257,-0.360274650529739,1.7796985947955,-1.21722658234434,0.0858477091526791
"Senegal_Casamance_6303",9.40193678174052,-1.14163242403493,-3.21472190856043,-0.34954259034764,0.80704839329783,0.267796243554825,-0.233263127100799,-1.42256590592303,-0.293777637104026,0.472614831191121,1.08331784432717,0.259358167062525,-0.803773979167267
"Senegal_Casamance_6305",8.37358981098404,-0.426980575967727,-2.14670469220431,0.468101109773344,1.8745487049839,0.381385464225598,-0.195796786610638,0.130568543452534,0.290308688872187,-0.0417544066406565,-1.68955818881344,-0.0113323745814013,0.453006164492414
"Tanzania_6573",3.15199503490286,-0.67874741869395,0.264339763795926,1.00650299440505,0.817312271919848,-0.0750073635491968,-1.36642586480508,0.0562554304746997,-0.992944307360518,-1.05850676515498,1.45264153982529,0.127991603878224,-1.27164905825141
"Tanzania_6579",8.79731074220061,-1.48568494147947,-2.44223751742093,0.907026183865156,3.32219641721689,-0.878433814601439,-1.2338679662799,0.620022646950627,0.126038058744058,-0.394982510161681,-0.567157767412702,0.520009015177012,0.483846220798416
"Tanzania_6580",2.78838303807304,-0.64324257477189,-2.10755729039014,-0.434022472340648,0.340926123760969,-0.462918666685046,-0.789812140475089,0.695864081934487,-0.314732954291644,-0.521694867992927,0.435778626740217,-0.472786650983634,-0.198224402776559
"Tanzania_6581",6.82342548872451,-0.13032356381263,-1.56477393888347,-1.07553620989141,3.68179334054842,0.476858640370839,-2.37892101854909,2.51237675354812,0.201692587429279,0.0847481196214938,0.70280114827421,1.73665373535194,-0.363288251760943
"Tanzania_6583",6.7615736624366,-0.8878678544373,-3.16716924037354,1.5280747303619,3.70052429298035,0.596100147828085,0.656554999728638,-0.23778023816349,0.911315366598065,0.408673080852784,-1.39069694702416,0.80716217285689,-0.210617593950319
"Tanzania_6588",6.10080450276757,-0.964328036388836,-3.3444719717408,-0.52640391430395,2.69284894322778,-0.727023252110917,-1.33726815352556,1.10630464473135,0.796054194133201,-0.592662686406143,-0.739099463513976,-0.660799305648727,-0.395821011487245
"Tanzania_6589",5.8444366549233,-0.287577217081891,-2.77460285642414,-0.626551435545341,2.3061475715308,0.749573069946842,-1.34995158242641,2.42514707550277,-0.247251286768146,-0.501601225438196,1.0230501440496,0.34149712649489,0.472384716637765
"Tanzania_6593",7.42147475320023,-1.02636945555501,-3.03168177141953,-0.594938657036306,3.01812858233935,0.672833543027503,-2.38681904667579,0.964723741393689,0.211731049221358,-1.41298693895564,-1.80420550764414,1.22548921049759,-0.220147603984778
"Nepal_7074",3.31312263362731,1.01367594021548,2.2857530855266,0.623182744389245,-2.90923380172476,-0.994745905525283,3.14006644411793,-3.17149397096686,1.24612612076877,1.39989443208704,-1.18284192142251,0.417214221994696,-0.112316415765214
"Nepal_7076",2.94463965975728,-1.43794602219296,2.53330787683032,-1.59752885285627,-2.75468436334855,1.54650634494588,1.20534458320139,-3.87911324724675,0.791933666847586,-0.277717310839324,1.68076532707199,-0.065174286027953,0.391418622981388
"Nepal_7077",5.41050539519075,-2.34472693482957,0.948319955951231,-0.728232730240954,-2.27072709660988,0.915425748237172,-0.722541581380047,-1.04683588815106,2.00897017933659,-2.80201504288242,0.957267856027928,1.62101147459634,-0.855898376344788
"Nepal_7078",3.18349606311791,0.865409805269294,1.82165214036889,1.69624769760537,-1.81078376979767,1.59405703992241,1.00160365358216,-1.81744195927708,-0.152661510025034,-0.456836986329484,-0.256491210039897,0.881133843499378,-0.00256279950535948
"Bangladesh_6661",2.0591552182632,0.58774478733083,2.53840206023796,-2.06411776158627,-2.58449205608215,0.431754341326918,-0.864201481234432,0.228627750367407,0.663482571530836,-1.13686510740649,-0.663583950520523,1.45946368831808,1.60906442283532
"Bangladesh_6669",1.31931087953121,-0.960388944661165,0.770454263993305,-1.49040403449272,-1.88404124274283,0.56521149594763,0.315728525728899,-0.823894259664483,2.29243859415797,0.154845505498711,1.3295787826258,0.0753934332479884,0.346169144464777
"Bangladesh_6699",5.36579345278696,1.25956080333056,0.655625350436066,-1.22844074905621,-1.59309562141457,1.58106504556211,0.446547203849177,0.294493062145269,-1.17907784924016,1.11388326368396,1.1003314971727,-3.24452021885333,0.983527263528051
"Bangladesh_6705",2.33027679313288,1.39476249140696,1.2185553343036,-0.576684733758531,-1.41283785574947,0.733271561021159,1.55038757251741,-1.37264960249816,-0.231193836178856,-1.43565212485737,-0.355305917887887,0.483882033762105,1.06732751075035
"Bangladesh_6711",3.71621450567786,0.565386167568867,0.244190592485184,-2.23904817749514,-2.2658700827375,0.376167784418432,-1.38416459715882,1.29529626699624,0.876986194897188,-0.131125532890734,-0.153523591863618,-0.167503598256917,1.09004706205376
"Bangladesh_6727",3.84446545964664,0.0661535119414408,0.667588227292584,0.110674644892208,-3.32417040638044,1.59353810719444,-2.84174154046041,0.782611475598931,-1.63258493345276,-0.913314772778449,-0.736684768287799,-0.379771645359068,-0.956905700650221
"Bangladesh_6733",2.12102044870358,-0.990197974729975,-0.216951495068276,-1.8355428292871,0.0201056528187336,1.06090619073431,-1.25108845108151,3.56961238095952,0.1791653899836,1.90506725801402,-0.359451286429193,0.1088687883754,0.348196855339161
"Bangladesh_6740",4.48286256367138,0.0616053786294354,0.319840449922739,-1.64783374778053,-1.95735518566259,1.10662628632127,0.0651261560807028,-1.17441204931385,0.748523557780269,-1.16696663285643,-2.74216345639327,-1.03890219118889,-0.345107707905066
"Bangladesh_6749",2.58629610982673,-0.505368869985211,1.6917693398153,0.553511045818962,-1.45295894221712,0.374347547926522,-0.0224194299384464,-0.185863946731691,0.654694511056522,2.25148957402045,1.39519957815576,-1.29341523518433,1.14463577979875
"Bangladesh_6759",2.94833316644798,0.572072948817393,1.39204334594881,-1.24627241559359,-2.73578626366599,0.854712983673113,-1.78610562187913,0.772119729951147,-1.35523495727911,-0.363431199983531,-0.138945658272359,1.16269770716421,-0.187142953070769
"Bangladesh_6769",3.56362837906839,0.458334034178301,0.330343791015718,-0.727202332143043,-2.73262884892344,1.57585273466574,-0.246625681512212,0.156183339724923,-1.09628511341477,0.14614416598233,-0.616456012577619,-0.688930298746634,-2.13361554843382
"Bangladesh_6775",2.67427675677787,0.320486278360543,2.24338965814768,0.330266790085885,-3.009043375758,-0.0658330314403467,1.39778291328244,-1.20589587118276,0.00194275899912404,-0.694480563411125,-1.23450616821101,1.12880084049911,1.51496844154356
"Bangladesh_6778",2.26436348600641,-0.513254637561753,1.14812467064974,-0.501305785003223,-2.40968823070003,1.9237128400464,-1.14740752149238,0.676807805525937,0.241976498920826,-0.597342728684605,0.344495444015651,0.535388385188169,-0.616195687873304
"Bangladesh_6792",2.76630900693528,1.43155836413575,2.34514230720577,-2.04075649529192,-1.17167124418441,2.0133579406639,-0.525607594088459,0.484147839161188,0.0850152327941104,1.46749400223437,0.102375391530746,0.976526719110429,1.63934048990562
"Bangladesh_6799",1.69625506477377,0.000970710367920159,0.497124156560288,-1.16144709287462,-0.950399868477682,2.55064682591703,-0.723749078199431,1.14865226641217,0.165234547409377,-0.378738420082411,-0.696345193580487,1.5001909402616,-0.91566189347383
"Bangladesh_6814",5.61075407134567,0.691223342911936,0.999722227930903,0.116466843340146,-0.158087480124294,-0.206926485977797,-0.601463654616091,0.281544253571615,-1.34817765510147,0.361623834006092,1.10294958789223,-0.202424484396659,-0.403573702802804
"Bangladesh_6816",3.07430979042136,-0.299023358097969,0.620834780611959,-0.092505864063287,-2.93087890275933,0.92306346502762,1.28574466746782,0.514487539275319,-0.671940975458438,0.516160682359599,-0.0657799448832019,0.631818109523495,1.37447743788114
"Bangladesh_6824",2.49211357966609,-0.607585413897086,-0.43096442052946,0.177612544773752,-2.55933088636764,1.63738733510802,1.68989229167488,-0.510719680357368,-1.06922749734724,-0.209866172614002,0.762498862336575,1.29673398159156,1.67383742500782
"Bangladesh_6834",3.44337194402339,-1.25060757151915,0.0468270320514022,-2.37994668821052,-2.10513318715911,1.961760149471,0.27732381969122,0.846912972937266,0.949560657110562,-0.529945792909962,1.2331669766382,0.529038853298736,-0.839148011575861
"Bangladesh_6845",2.73779946648868,0.763504091925116,0.120152805942789,0.316374728065422,0.517174904779342,0.608313859744215,-0.893012532848846,1.20754549760246,-0.139203391296015,-2.00138173338067,-1.51386512817387,1.30009651379854,1.83140988994598
"Bangladesh_6868",3.28537974559331,0.715306941955092,2.24994960046735,0.721634601768131,-1.18314944760732,-1.17065946043584,-1.81470707243598,1.23301625184977,-0.492508751812162,0.755107193641051,1.63703178627213,0.484501288327601,-2.3045983751803
"Bangladesh_6881",1.65495256048846,0.573440006356536,0.557193750288569,0.312948730487281,-0.309693954209893,0.969958500230017,0.248761333413981,0.282529092520979,-0.0860636733713032,-0.503966494114149,1.08328630826987,-1.25173746933387,-0.192838529923966
"Bangladesh_6902",1.87682795322934,1.85339293109721,1.8014780633086,-1.26236681560961,-1.68971959660242,1.26134864394945,-1.39342022559878,0.493897317554556,-1.56643040190232,0.44611458537559,0.599519289268425,-2.00066796559537,-0.0737538862740057
"Bangladesh_6908",2.96341006205005,-0.694701453165398,0.646525071979049,-1.04349837797083,-1.91721401912555,2.50182665877138,-0.301749839388786,-2.25961431194278,-0.317473336388453,0.0111667333682715,-2.31897370381354,-0.449682841923298,0.408929063973002
"Bangladesh_6914",2.44117504291813,-0.766970692287728,1.69639616741304,-2.11336304004007,-1.1486341649711,-0.801439131876788,-0.596831334283988,-0.377741187271753,2.52945820553404,-1.99414294255879,-0.898102041103203,1.1449085241417,-0.523433203971341
"Bangladesh_6926",2.5497002029871,1.09695198281809,1.63980787589353,-0.0646266482029354,-0.751730655381263,1.00120040227192,-1.37387664785986,0.326261144775238,1.74324464866972,-0.777486695160609,0.411714748111587,1.04341380997023,-2.01912346570218
"Bangladesh_6935",0.550960667823304,-1.49782613133035,-0.459200020859925,-1.73885732276405,-1.53420262239854,1.37630236501701,1.09919273809573,0.101168860678567,0.41123557333706,-0.680402129294979,1.20512486226573,-1.20579272587349,-0.920291807432803
"Bangladesh_6941",2.54804997809572,0.607177745773081,0.458556037110613,-1.94477702488002,-3.22411818695198,1.24400067804935,-1.81416154516383,0.789846043095273,0.274554900246222,1.11237235784629,0.415164599525733,0.135508996170658,1.07864881020671
"Bangladesh_6946",2.62347167171429,-0.119334430529669,0.752110052281178,-0.708237954797435,-2.67892252701128,1.48047820807177,-2.08343172832894,1.37537203351779,-1.06321555509871,-0.543766476028558,-0.139669158592044,-1.11697950600776,-1.84821024309047
"Bangladesh_6960",2.00226941535416,0.358899829538761,3.48402038473753,-1.98035928091893,-2.53030252502714,2.4246746018921,-1.07224505316095,-1.48705674422882,1.5320563753614,1.28870568713154,-1.17263247166369,0.879611208707087,-0.561219641292722
"Bangladesh_6961",2.46956180001822,0.895038137591855,3.17743730907544,-1.00855010925268,-2.26017740546449,1.8051491925676,-0.0790021651341458,-0.466627752793889,0.473366925117731,0.456923776047633,1.14808658650137,0.427560400447274,0.705511879731312
"Bangladesh_6970",1.81895864095584,1.49890392753666,-0.0552414977367712,-0.692806207116228,-0.825372165482562,1.68318241611196,-0.116451258476519,1.76696431330704,0.336125953140794,0.110179565117515,-2.53677172292098,0.280077106474362,-0.916963151343505
"Bangladesh_6984",1.62527720924449,0.957553096873332,1.06838803950079,0.393333170473857,-2.5203490026431,1.06016990177302,-0.60129418045022,0.0932978059443448,-1.89109304539581,-1.09158163552143,1.10243487661353,-0.953266806096839,0.648878699259071
"Bangladesh_6988",2.9373916370835,0.562424701526572,0.685470074404236,-0.457391686672372,-2.99974748676656,1.08142117932705,0.403240575691059,0.578045031441854,-1.37401133843709,1.54615338838122,-1.23229490544437,-0.734918765690934,-1.66178588664524
"Bangladesh_6999",2.02137902251902,1.08977667153903,1.13359533598011,-2.21125531448664,-1.02891345836891,1.84306390599616,0.76539634160715,0.847649455594625,-0.958179412462083,0.967306998915562,-1.50767250396001,-2.018062757114,0.832118257876897
"Bangladesh_7006",3.1333183956323,-0.935981856817418,2.41370181888281,-0.00740093922892116,-3.57642059563348,0.419844297302887,-0.594798627139677,0.038434011302621,0.416051843255525,0.328860169043312,-0.548110508512684,0.592341761368175,-0.625488681725649
"Bangladesh_7112",2.92661705539214,0.120599495208961,0.0954853567724169,-1.13884458786662,-1.8289832509503,1.11138397514892,0.848093393414377,0.561828702286396,-1.76465985929083,-0.390297766895859,1.21751136302138,-0.366251467248732,-0.36274960935923
"Bangladesh_7114",2.66677461768362,0.642277273712788,-0.305563291079626,-0.536664752342242,-3.06386864603482,0.476693474412223,-0.835829476617805,-0.575773799064787,-1.32510357000239,1.69162911318831,0.361411710008772,-0.397358069984263,0.576886663358501
"Bangladesh_7127",3.03227851651316,2.64232265014012,0.381294253658961,0.034539047406462,0.18307626734257,0.575402496105734,0.820509922200262,-1.54739232444272,0.505773234584024,0.950508266693129,-1.15710984483927,-1.17154648547957,-0.461263817165117
"Laos_Luang_Nam_Tha_6371",-2.5442105289176,-1.482646432886,-1.05775871002552,0.249560571302316,-0.0182645065084889,-2.53528560454826,-0.136917211521147,-0.0964758972974738,1.95168200746562,2.88043416962126,-2.10935126850369,-0.396815095768666,-1.9093380123472
"Laos_Luang_Nam_Tha_6374",-0.662293076800046,-1.19778395385911,1.58932052328093,-2.53813478073785,1.1210494366438,-1.08348341877019,-3.04758568465262,-0.0205465451106714,1.34941399675967,1.67055057083156,-0.735581485517551,-2.05762479468245,2.22017470234443
"Laos_Luang_Nam_Tha_6375",-1.53277960097229,0.277910997532367,1.12302252853962,-2.24538021931204,0.367832224109568,-1.77789542945933,-2.32726848580965,-1.16043616576169,2.63645321570749,1.3899106895457,-1.7742568337206,-0.647425773643056,-0.855195620981795
"Laos_Luang_Nam_Tha_6376",-1.61013036936697,-0.128474411523258,4.0680545402873,-3.04618167095882,1.0722326220251,-0.874861669530066,-0.319402261606792,0.130559745363627,1.44379330594714,-0.498750220442087,-0.427060162991655,2.20920276086759,-1.11635326607994
"Laos_Luang_Nam_Tha_6377",-1.60696166161966,-1.48234997950113,1.96913421110374,-1.51858445521385,1.59691330640673,-0.755048984555742,-0.688357245241707,0.236654676718304,-1.28490957014651,-1.60412322074805,-0.234662736421165,0.490447741568233,3.45378105099289
